Node Feature Group,Edge Feature Group,Adjacent Edges Only,Model,Average Accuracy,Average Precision,Average Recall,Average F-beta
['BD'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.res_gated_graph_conv.ResGatedGraphConv'>,0.925257955,0.70932311,0.579854809,0.692752131
['BD'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.gat_conv.GATConv'>,0.891811178,0.602936508,0.218632789,0.502162475
['BD'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.gatv2_conv.GATv2Conv'>,0.895354485,0.658000097,0.190865094,0.519140677
['BD'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.transformer_conv.TransformerConv'>,0.935094287,0.764275299,0.618511797,0.745198716
['BD'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.gin_conv.GINEConv'>,0.925649336,0.775728063,0.493708409,0.729497633
['BD'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.gmm_conv.GMMConv'>,0.922109896,0.738794815,0.503932244,0.700702099
['BD'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.nn_conv.NNConv'>,0.929578609,0.780744211,0.538294011,0.744976317
['BD'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.gen_conv.GENConv'>,0.928402921,0.694404025,0.674168179,0.687852016
['BD'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.pdn_conv.PDNConv'>,0.915808363,0.745589528,0.395462795,0.680837337
['BD'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.general_conv.GeneralConv'>,0.92643287,0.742830014,0.545190563,0.715815343
['WE'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.res_gated_graph_conv.ResGatedGraphConv'>,0.923681605,0.714353347,0.559346643,0.693463515
['WE'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.gat_conv.GATConv'>,0.892996148,0.578955742,0.236176649,0.503087022
['WE'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.gatv2_conv.GATv2Conv'>,0.891818913,0.575811557,0.187779794,0.471252074
['WE'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.transformer_conv.TransformerConv'>,0.920929567,0.705146042,0.521113128,0.679451609
['WE'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.gin_conv.GINEConv'>,0.933512523,0.754586824,0.642891712,0.73543268
['WE'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.gmm_conv.GMMConv'>,0.925250994,0.7191279,0.548275862,0.696111756
['WE'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.nn_conv.NNConv'>,0.929971536,0.76923101,0.593647913,0.734972977
['WE'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.gen_conv.GENConv'>,0.925250994,0.679217851,0.649304295,0.675461832
['WE'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.pdn_conv.PDNConv'>,0.909912133,0.709449962,0.361222021,0.644111708
['WE'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.general_conv.GeneralConv'>,0.92997231,0.770583588,0.590804598,0.738626664
['TB'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.res_gated_graph_conv.ResGatedGraphConv'>,0.909522299,0.656218469,0.43430127,0.622274738
['TB'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.gat_conv.GATConv'>,0.893393716,0.635528836,0.145977012,0.457885853
['TB'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.gatv2_conv.GATv2Conv'>,0.891035379,0.576731112,0.114942529,0.38317023
['TB'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.transformer_conv.TransformerConv'>,0.909914453,0.69396337,0.371627344,0.635885088
['TB'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.gin_conv.GINEConv'>,0.922501276,0.702462254,0.548941319,0.683026165
['TB'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.gmm_conv.GMMConv'>,0.917783055,0.731848971,0.441197822,0.681591654
['TB'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.nn_conv.NNConv'>,0.920931114,0.716591323,0.507320024,0.687028719
['TB'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.gen_conv.GENConv'>,0.912675,0.630987761,0.551663642,0.616826085
['TB'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.pdn_conv.PDNConv'>,0.904013582,0.706752446,0.270840895,0.60471418
['TB'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.general_conv.GeneralConv'>,0.921324815,0.731947367,0.483121597,0.695022507
['LB'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.res_gated_graph_conv.ResGatedGraphConv'>,0.912273564,0.689452125,0.406170599,0.642155732
['LB'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.gat_conv.GATConv'>,0.886310196,0.366666667,0.031457955,0.165914759
['LB'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.gatv2_conv.GATv2Conv'>,0.889459029,0.574545455,0.076527526,0.325499285
['LB'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.transformer_conv.TransformerConv'>,0.907553022,0.696182288,0.336902601,0.628185041
['LB'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.gin_conv.GINEConv'>,0.931155732,0.775969454,0.552450091,0.744350913
['LB'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.gmm_conv.GMMConv'>,0.905988274,0.658560932,0.275196612,0.548403994
['LB'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.nn_conv.NNConv'>,0.926039169,0.762756523,0.507138536,0.724990837
['LB'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.gen_conv.GENConv'>,0.923286357,0.691737405,0.583121597,0.678673119
['LB'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.pdn_conv.PDNConv'>,0.889066875,0.373809524,0.065880218,0.223833341
['LB'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.general_conv.GeneralConv'>,0.926826571,0.745141978,0.559770115,0.716723576
['CO'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.res_gated_graph_conv.ResGatedGraphConv'>,0.969703603,0.895381616,0.829945554,0.888238199
['CO'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.gat_conv.GATConv'>,0.900865523,0.667944444,0.253357532,0.569939127
['CO'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.gatv2_conv.GATv2Conv'>,0.940207756,0.839897721,0.596975197,0.766685157
['CO'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.transformer_conv.TransformerConv'>,0.968918522,0.875294999,0.847428917,0.872229352
['CO'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.gin_conv.GINEConv'>,0.961842736,0.862457558,0.788626739,0.854192966
['CO'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.gmm_conv.GMMConv'>,0.968525594,0.888644057,0.826678766,0.881783298
['CO'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.nn_conv.NNConv'>,0.968131894,0.886233447,0.826678766,0.879631252
['CO'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.gen_conv.GENConv'>,0.794064323,0.708058882,0.868360557,0.706239332
['CO'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.pdn_conv.PDNConv'>,0.967737419,0.893181986,0.812704174,0.884265252
['CO'],"['scaled_sci', 'scaled_mci']",TRUE,<class 'torch_geometric.nn.conv.general_conv.GeneralConv'>,0.968522501,0.894370215,0.81954023,0.886156947
